year,county,adj_supply_any,adj_supply_ccc,adj_supply_hr,adj_supply_public,totcost_any,totcost_ccc,totcost_hr,totcost_public,quality_premium
2013,Mille Lacs,.62617534,.24384461,.041596595,.1002503,128.48863,155.3298,164.44508,50.595665,1.3490475
2013,Scott,.57859474,.1809992,.048482742,.007296734,191.62987,248.16292,292.90042,16.596693,1.5899408
2013,Aitkin,.71944702,.1146253,.02240237,.067319967,118.64977,155.7787,162.53612,35.137897,1.2736937
2013,Waseca,.63562316,.078372695,1.1232438e-14,.01464422,109.28194,137.55127,201.08151,13.803317,1.790241
2013,Hennepin,.47231957,.32258433,.11844537,.01348681,228.23485,263.23312,283.9649,13.316601,1.3124242
2013,Freeborn,.48109552,.091435701,0,.049813394,112.69024,182.52147,256.67181,18.700487,2.1391156
2013,Isanti,.38441086,.20721923,.029735187,4.4909699e-36,148.03085,177.79764,196.77179,49.481438,1.3655704
2013,Rice,.48593682,.11125102,.014556693,.02438084,136.48425,169.31317,192.92218,13.608056,1.3788669
2013,Kanabec,.92728943,.039267562,3.5686420e-09,.50321102,92.157593,168.94043,193.28909,24.507626,1.5934668
2013,Anoka,.53398275,.23700322,.097207561,.012623692,185.12231,235.83438,262.18979,17.898964,1.51293
2013,Steele,.845052,.19236887,.080378219,.037713595,125.96048,188.19893,205.39082,11.334142,1.6563755
2013,Dakota,.57864624,.28499642,.11863822,.0066786939,208.02568,257.78079,279.89264,13.687115,1.4599397
2013,Ramsey,.45023069,.25807378,.111762,.03003771,200.89011,250.78172,271.12259,9.5809317,1.4068601
2013,Pine,.3808606,.018208941,.029282467,.014377935,129.96793,153.96266,159.57832,65.518227,1.2092743
2013,Chisago,.45984524,.13735007,.050103821,4.4653584e-06,149.0827,205.00398,216.55124,42.717438,1.5420842
2013,St. Louis,.55576867,.16239674,.018779395,.10734653,116.35059,156.09444,156.89087,14.278138,1.1805551
2013,Dodge,.76128387,.097266644,.00020216216,.040645365,123.97514,202.82664,182.80174,16.142454,1.4449574
2013,Goodhue,.5405407,.093817502,5.6969857e-19,.014204457,134.17369,162.95279,266.0936,21.797667,1.9498277
