county,year,varname,value_b2
Carver,2017,Supply(Pub),.02
Carver,2018,Supply(Pub),.03
Carver,2012,Supply(any),.48
Carver,2013,Supply(any),.5
Carver,2014,Supply(any),.55
Carver,2015,Supply(any),.55
Carver,2016,Supply(any),.53
Carver,2017,Supply(any),.59
Carver,2018,Supply(any),.5600000000000001
Cass,2012,Cost(CCC),344.24
Cass,2013,Cost(CCC),161.38
Cass,2014,Cost(CCC),219.02
Cass,2015,Cost(CCC),191.98
Cass,2016,Cost(CCC),184.41
Cass,2017,Cost(CCC),384.2
Cass,2018,Cost(CCC),204.25
Cass,2012,Cost(HR),
Cass,2013,Cost(HR),202.47
Cass,2014,Cost(HR),217.38
Cass,2015,Cost(HR),174.6
Cass,2016,Cost(HR),154.58
Cass,2017,Cost(HR),218.3
Cass,2018,Cost(HR),155.99
Cass,2012,Cost(Pub),71.14
Cass,2013,Cost(Pub),29.03
Cass,2014,Cost(Pub),23.44
Cass,2015,Cost(Pub),23.36
Cass,2016,Cost(Pub),47.88
Cass,2017,Cost(Pub),53.57
Cass,2018,Cost(Pub),23.1
Cass,2012,Cost(any),96.87000000000001
Cass,2013,Cost(any),103.75
Cass,2014,Cost(any),104.56
Cass,2015,Cost(any),100.8
Cass,2016,Cost(any),100.18
Cass,2017,Cost(any),90.53
Cass,2018,Cost(any),108.98
Cass,2012,QualPremium,
Cass,2013,QualPremium,1.61
Cass,2014,QualPremium,1.7
Cass,2015,QualPremium,1.34
Cass,2016,QualPremium,1.11
Cass,2017,QualPremium,1.33
Cass,2018,QualPremium,1.14
Cass,2012,Supply(CCC),.04
Cass,2013,Supply(CCC),.04
Cass,2014,Supply(CCC),.27
Cass,2015,Supply(CCC),.05
Cass,2016,Supply(CCC),.03
Cass,2017,Supply(CCC),.04
Cass,2018,Supply(CCC),.09
Cass,2012,Supply(HR),
Cass,2013,Supply(HR),.01
Cass,2014,Supply(HR),.25
Cass,2015,Supply(HR),.03
Cass,2016,Supply(HR),.09
Cass,2017,Supply(HR),.1
Cass,2018,Supply(HR),.11
Cass,2012,Supply(Pub),.21
Cass,2013,Supply(Pub),.2
Cass,2014,Supply(Pub),.15
Cass,2015,Supply(Pub),.15
Cass,2016,Supply(Pub),.17
Cass,2017,Supply(Pub),.19
